AplicacionID,ClaveAplicacion,NumLinea,Referencia,ObjetoBDID,Objeto,TipoObjetoID,TipoObjeto,BaseDatosID,BaseDatos,Archivo,Extension,BibPadre,ObjPadre
"0","4","27","txtfiltro2 = SELECT * FROM  & TablaVDerIKOS &  WHERE FECHA =  & txtfecha &  ORDER BY CLAVE","2447","TablaVDerIKOS","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","103","txtmsg = No hay factores para esta fecha","2252","ESTA","2","SQL_STORED_PROCEDURE","3","PRES2019","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","305","txtfiltro2 = select * from  & TablaBitacora","2398","TablaBitacora","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","348","txtfiltro1 = select * from  & TablaBitacoraIF &  WHERE FECHA =  & txtfecha &  order by hora","2306","TablaBitacoraIF","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","798","txtfiltro = select * from  & PrefijoBD & TablaLimites","2326","TablaLimites","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","1033","mrecuperaI = CargaRecuperacion(fecha, PrefijoBD & TablaRecInt)","2378","TablaRecInt","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","1034","mrecuperaN = CargaRecuperacion(fecha, PrefijoBD & TablaRecNacional)","2379","TablaRecNacional","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","1047","txtmsg3 = txtmsg3 & No se encontro  & matpos(i).tValorMD & matpos(i).emisionMD &  en la tabla  & PrefijoBD & TablaSectorEscEm & ,","2385","TablaSectorEscEm","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","1053","txtfiltro = TablaPosMD &  WHERE FECHAREG =  & txtfecha &  AND TIPOPOS = 1","2338","TablaPosMD","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","1077","txtfiltro2 = SELECT * FROM  & PrefijoBD & TablaSectorEscEm &  WHERE (F_REGISTRO,TV,EMISORA) IN","2385","TablaSectorEscEm","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
"0","4","1078","txtfiltro2 = txtfiltro2 &  (SELECT MAX(F_REGISTRO),TV,EMISORA FROM  & PrefijoBD & TablaSectorEscEm","2385","TablaSectorEscEm","1","USER_TABLE","4","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\20222-1-4_09092019164133\1. 2019-03-26_SIVARMER Producci¢n\Sistema SIVARMER Produccion\BaseDatos.bas","BAS","BaseDatos","BaseDatos"
